family	pool_count	xpool_count	near_miss_share	primary_file	lane	score	examples
Swallow:Condition_If::your hand. if cards with N or more	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Azor's Gateway
Swallow:Condition_If::your hand. if cards wi	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Atemsis, All-Seeing
Swallow:Condition_If::your hand. if N or more cards were	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Long Rest
Swallow:Condition_If::your graveyard if you pay {M} more	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Risen Executioner
Swallow:Condition_If::your graveyard if a creature not named ~	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Ebondeath, Dracolich
Swallow:Condition_If::you own. if that permanent or card has	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Jhoira's Timebug
Swallow:Condition_If::you may pay {M} rather than pay this	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Verdant Mastery
Swallow:Condition_If::you may cast up to N instant and/or	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Invoke Calamity
Swallow:Condition_If::you get {M} , then you may pay	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Wheel of Potential
Swallow:Condition_If::you control. if it isn't a creature or	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Lifecraft Awakening
Swallow:Condition_If::you control, if this creature has defender, it	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Guardian of the Ages
Swallow:Condition_If::with flying. if that permanent's mana value was	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Carnivorous Canopy
Swallow:Condition_If::whenever you scry, put a verse counter on	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Lost Isle Calling
Swallow:Condition_If::whenever a creature with power N or less	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Shirei, Shizo's Caretaker
Swallow:Condition_If::when this enchantment enters, you get {M} .	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Primal Prayers
Swallow:Condition_If::ward {M} / {M}	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Dreadlight Monstrosity
Swallow:Condition_If::trample, protection from enchantments / {M}: monstrosity N.	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Polis Crusher
Swallow:Condition_If::trample / this creature enters with N +N/+N	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Botanical Brawler
Swallow:Condition_If::to it. if a dinos	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Marauding Raptor
Swallow:Condition_If::to cast if it targets a creature whose	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Lullmage's Domination
Swallow:Condition_If::to cast if it has mutate. / whenever	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Pollywog Symbiote
Swallow:Condition_If::to cast if an opponent controls no basic	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Hagra Mauling
Swallow:Condition_If::this turn. if that spell has mana value	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Prismari Apprentice
Swallow:Condition_If::this turn. if it's renowned, untap it	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Enshrouding Mist
Swallow:Condition_If::this turn, if a source you control would	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Aether Revolt
Swallow:Condition_If::this spell, if {M} wasn't spent to cast	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Wumpus Aberration
Swallow:Condition_If::this spell, if {M} was spent to cast	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Drowner of Truth
Swallow:Condition_If::this spell costs {M} less to cast for	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Bloodsoaked Insight
Swallow:Condition_If::their library. if the card	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Conundrum Sphinx
Swallow:Condition_If::their hand. if that card has the chosen	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Dementia Sliver
Swallow:Condition_If::their hand. if a card with the chosen	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Isperia the Inscrutable
Swallow:Condition_If::their choice. if the player can't, sacrifice this	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Woebringer Demon
Swallow:Condition_If::their choice. if that player can't, they d	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Doom Foretold
Swallow:Condition_If::the game if you control a land of	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Coalition Victory
Swallow:Condition_If::the battlefield. if {M} was spent to cast	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Vigor Mortis
Swallow:Condition_If::the battlefield. if that card has mana value	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Turntimber Symbiosis
Swallow:Condition_If::the battlefield. if it's a wolf or werewolf,	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Howlpack Piper
Swallow:Condition_If::the battlefield. if a creature is p	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Mysterious Limousine
Swallow:Condition_If::the battlefield. if a creature enters this way,	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Recommission
Swallow:Condition_If::the battlefield if it has the same name	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Mitotic Manipulation
Swallow:Condition_If::that name. if they can't, you draw a	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Brain Pry
Swallow:Condition_If::that damage. if damage from a red source	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Honorable Passage
Swallow:Condition_If::that artifact if it's on the battlefield	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Ouphe Vandals
Swallow:Condition_If::tempts you, if you chose a creature other	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Gandalf, Friend of the Shire
Swallow:Condition_If::target spell. if that spell's mana value was	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Reject Imperfection
Swallow:Condition_If::target spell if it has the same mana	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Hisoka, Minamo Sensei
Swallow:Condition_If::target land. if that land was legendary, its	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Feast of Worms
Swallow:Condition_If::target equipment. if that equipment was attached to	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Unforge
Swallow:Condition_If::target creature. if y	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Draconic Roar
Swallow:Condition_If::target creature. if that creature had a +N/+N	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Rite of the Serpent
Swallow:Condition_If::target creature. if its controller has	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Isildur's Fateful Strike
Swallow:Condition_If::target creature. if a werewolf is dealt damage	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Silver Bolt
Swallow:Condition_If::target creature. if a colorless creature is dealt	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Pathway Arrows
Swallow:Condition_If::target creature if it has the least power	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Wretched Banquet
Swallow:Condition_If::target artifact. if that artifact is put into	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Tuktuk Scrapper
Swallow:Condition_If::target artifact. if that artifact had counters on	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Dismantle
Swallow:Condition_If::target artifact if its mana value is equal	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Glissa Sunseeker
Swallow:Condition_If::sorcery spell, if that spell targets only this	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Ink-Treader Nephilim
Swallow:Condition_If::riot / flying / {M}: this creature deals	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Skarrgan Hellkite
Swallow:Condition_If::reveal them. if you reveal N cards with	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Signal the Clans
Swallow:Condition_If::red spell, if this creature has fewer than	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Runaway Steam-Kin
Swallow:Condition_If::prowess / whenever this creature attacks, you may	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Sage-Eye Avengers
Swallow:Condition_If::powerstone tokens. if the sacrificed artifact was legenda	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Splitting the Powerstone
Swallow:Condition_If::planeswalker. then if that player or that planeswalker's	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Pulse of the Forge
Swallow:Condition_If::owners' hands. if you return N or more	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Flood of Tears
Swallow:Condition_If::owners' graveyards. if you do, this creature enters	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Ulamog's Despoiler
Swallow:Condition_If::owner's hand. if you do, this creature enters	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Rescuer Sphinx
Swallow:Condition_If::or {M}. if that mana is spent on	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Domri, Chaos Bringer
Swallow:Condition_If::or planeswalker. if a nonred permanent is dealt	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Redcap Melee
Swallow:Condition_If::opponent controls. if {M} was spent to cast	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Berg Strider
Swallow:Condition_If::once during each of your turns, you may	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Maestros Ascendancy
Swallow:Condition_If::on it. if N is N or more,	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Apocalypse Hydra
Swallow:Condition_If::on it if you didn't cast it from	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Epochrasite
Swallow:Condition_If::on it if you control a permanent with	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Ascendant Packleader
Swallow:Condition_If::on it if yo	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Scaleguard Sentinels
Swallow:Condition_If::of turn. if it's paired with a creature,	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Joint Assault
Swallow:Condition_If::of turn. if it's equipped, you may destroy	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Awaken the Sleeper
Swallow:Condition_If::of turn. if it's attacking a battle, put	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Rampaging Geoderm
Swallow:Condition_If::of turn. if it's a goblin or orc,	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Rush the Room
Swallow:Condition_If::of turn. if exactly N colors of mana	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Paragon of Modernity
Swallow:Condition_If::of turn. if any of those results was	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Farideh, Devil's Chosen
Swallow:Condition_If::of turn if that opponent controls no other	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Skulking Killer
Swallow:Condition_If::of combat, if ~ and at least N	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Kytheon, Hero of Akros
Swallow:Condition_If::mastery — if there are N or more	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Necromantic Summons
Swallow:Condition_If::mana cost. if you do, it enters with	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Worldheart Phoenix
Swallow:Condition_If::mana cost if it has the same name	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Twinning Glass
Swallow:Condition_If::madness {M} / w	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Grave Scrabbler
Swallow:Condition_If::madness {M} / a	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Avacyn's Judgment
Swallow:Condition_If::look at the top N cards of your	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	See the Truth
Swallow:Condition_If::isn't legendary if the spell is legendary	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Double Major
Swallow:Condition_If::infect / whenever this	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Septic Rats
Swallow:Condition_If::hexproof / [+N]: each opponent loses N life	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Kaya, Intangible Slayer
Swallow:Condition_If::greatest power. if N or more cards are	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Desecrator Hag
Swallow:Condition_If::gets +N/+N. if it's a warrior, it gets	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Relic Axe
Swallow:Condition_If::forestwalk / as an additional cost to cast	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Chorus of the Conclave
Swallow:Condition_If::food token. if the sacrificed creature's toughness was	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Witch's Oven
Swallow:Condition_If::flying / you may look at the top	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Vesuvan Drifter
Swallow:Condition_If::flying / whenever this creature deals combat damage	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Sphinx Ambassador
Swallow:Condition_If::ferocious — if you control a creature with	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Wild Slash
Swallow:Condition_If::extort / [+N]: create a foo	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Sorin, Ravenous Neonate
Swallow:Condition_If::exile target permanent you control. return that card	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Teferi's Time Twist
Swallow:Condition_If::exile target instant or sorcery card from your	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Spelltwine
Swallow:Condition_If::exile any number of target creatures and/or planeswalkers	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Semester's End
Swallow:Condition_If::end step, if an enchantment w	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Kami of Transience
Swallow:Condition_If::each upkeep, if an opponent lost life last	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Feast on the Fallen
Swallow:Condition_If::each combat if able and attack a player	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Kardur, Doomscourge
Swallow:Condition_If::devour N / this creature	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Hellkite Hatchling
Swallow:Condition_If::damage instead if that target is a creature	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Light Up the Night
Swallow:Condition_If::damage instead if that targ	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Lithomantic Barrage
Swallow:Condition_If::creature spell, if {M} of any of that	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Boreal Outrider
Swallow:Condition_If::creature enters, if you re	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Orator of Ojutai
Swallow:Condition_If::creature enters, if it's on the battlefield, it	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Stalking Yeti
Swallow:Condition_If::creature enters, if it was the second spell	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Codespell Cleric
Swallow:Condition_If::creature enters, if at least N mana of	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Clockwork Servant
Swallow:Condition_If::creature enters, if an opponent cast a blue	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Sandstalker Moloch
Swallow:Condition_If::creature dies, if its power was N or	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Deathknell Berserker
Swallow:Condition_If::creature dies, if an aura you controlled was	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Dawn Evangel
Swallow:Condition_If::creature attacks, if you attacked with exactly N	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Creepy Puppeteer
Swallow:Condition_If::creature attacks, if you attacked wit	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Battle Cry Goblin
Swallow:Condition_If::creature attacks, if defending player has N or	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Reaper of Night
Swallow:Condition_If::controls enters, if that player had another land	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Confounding Conundrum
Swallow:Condition_If::control enters, if that creature is N/N, put	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Sigil Captain
Swallow:Condition_If::control enters, if that creature entered from a	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Breathless Knight
Swallow:Condition_If::control enters, if it doesn't have the same	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Guardian Project
Swallow:Condition_If::choose N or both — / • return	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Auditore Ambush
Swallow:Condition_If::cast it if it's an instant or sorcery	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Nivix, Aerie of the Firemind
Swallow:Condition_If::cards. then if there is a colorless creature	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Grizzled Angler
Swallow:Condition_If::becomes tapped, if it isn't being declared as	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Verity Circle
Swallow:Condition_If::at random. if you discard a creature card	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Cragganwick Cremator
Swallow:Condition_If::at random. if the player can't, you draw	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Urgoros, the Empty One
Swallow:Condition_If::at random. if N cards that share a	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Rowdy Crew
Swallow:Condition_If::any target. if a player is dealt damage	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Play with Fire
Swallow:Condition_If::any target. if a creature is dealt damage	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Provoke the Trolls
Swallow:Condition_If::any order. if a card named ~	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Stomping Slabs
Swallow:Condition_If::and/or planeswalkers. if you do, it enters with	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Devouring Hellion
Swallow:Condition_If::addendum — if you cast this spell during	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Code of Constraint
Swallow:Condition_If::adamant — if at least N white mana	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Ardenvale Paladin
Swallow:Condition_If::adamant — if at least N red mana	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Embereth Paladin
Swallow:Condition_If::adamant — if at least N mana of	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Henge Walker
Swallow:Condition_If::adamant — if at least N green mana	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Garenbrig Paladin
Swallow:Condition_If::adamant — if at least N blue mana	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Vantress Paladin
Swallow:Condition_If::adamant — if at least N black mana	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Locthwain Paladin
Swallow:Condition_If::a spell, if the amount of mana sp	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Liberator, Urza's Battlethopter
Swallow:Condition_If::a spell, if no colored mana was spent	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Void Mirror
Swallow:Condition_If::a spell, if it's at least N of	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Tablet of the Guilds
Swallow:Condition_If::a player, if it has dealt N	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Vessel of the All-Consuming
Swallow:Condition_If::a player, if it doesn't have an indestructible	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Risona, Asari Commander
Swallow:Condition_If::a graveyard. if a card is put into	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Corpse Appraiser
Swallow:Condition_If::a card. if the player is your opponent	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Fevered Visions
Swallow:Condition_If::a card. if that player discards an artifact	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Lumengrid Augur
Swallow:Condition_If::a card. if a graveyard has N or	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Visions of Beyond
Swallow:Condition_If::a card if you had N or more	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Park Heights Pegasus
Swallow:Condition_If::a card if that creature has a +N/+N	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Oblivion's Hunger
Swallow:Condition_If::N {M}. if you pay, untap all	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Lightning Runner
Swallow:Condition_If::N life. if the sacrificed creature was legendary,	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Gríma Wormtongue
Swallow:Condition_If::N cards. if the sacrificed creature was legendary,	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Nasty End
Swallow:Condition_If::N cards if N or more creatures died	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Inga Rune-Eyes
Swallow:Condition_If::/ i — destroy target land. / ii	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Waking the Trolls
Swallow:Condition_If	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Invasion of Pyrulea
Swallow:Condition_AsLongAs::revolt — as long as a permanent left	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Aether Revolt
Swallow:Condition_AsLongAs::permanent. for as long as that card remains	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Soul Partition
Swallow:Condition_AsLongAs::it. / as long as this creature has	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Woolly Razorback
Swallow:Condition_AsLongAs::from exile as long as you contr	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Lukka, Coppercoat Outcast
Swallow:Condition_AsLongAs::[+N]: until your next turn, prevent all damage	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Gideon of the Trials
Swallow:ActivateOnlyDuring::all slivers have "{M}: choose a card name.	1	0	1.00	parser/oracle_casting.rs	L20	1.5	Dementia Sliver
Static:AlternativeKeywordCost(Cycling)::as long as you have N or more	1	0	1.00	parser/oracle_casting.rs	L20	1.5	New Perspectives
Static:AlternativeKeywordCost(Crew)::you may remove a loyalty counter from a	1	0	1.00	parser/oracle_casting.rs	L20	1.5	Heart of Kiran
R4-cant-restriction-static	3	0	0.00	engine-runtime	L01	1.5	Blinding Flare; Orgg; Tromokratis
ParseWarning:target-fallback::search-filter-suffix unmatched 'that's exactly that many colors plus	1	0	1.00	parser/oracle_target.rs	L23	1.5	Evolving Door
ParseWarning:target-fallback::parse_target could not classify 'of the third type'	1	0	1.00	parser/oracle_target.rs	L23	1.5	Rite of Ruin
ParseWarning:target-fallback::parse_target could not classify 'of the second type'	1	0	1.00	parser/oracle_target.rs	L23	1.5	Rite of Ruin
ParseWarning:target-fallback::parse_target could not classify 'N cards from your	2	2	0.00	parser/oracle_target.rs	L23	1.5	Emeritus of Ideation; Ultimecia, Time Sorceress
Effect:•::• you gain N ~	1	0	1.00	parser/oracle_saga.rs	L32	1.5	Life of Toshiro Umezawa
Effect:~::~ and up to N other target creature	1	0	1.00	parser/oracle_class.rs	L33	1.5	Ballroom Brawlers
Effect:you::you start the bidding with a bid of	1	0	1.00	parser/oracle_effect/conditions.rs	L09	1.5	Pain's Reward
Effect:you::you incubate N	1	0	1.00	parser/oracle_effect/conditions.rs	L09	1.5	Assimilate Essence
Effect:x::N can't be greater than the number of	1	0	1.00	parser/oracle_effect/animation.rs	L15	1.5	Open the Way
Effect:wizard,::wizard, or spell you controlled dealt damage to	1	0	1.00	parser/oracle_effect/	L11	1.5	Aegar, the Freezing Flame
Effect:with::with the chosen name	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Academic Probation
Effect:with::with exactly N life loses the game	1	0	1.00	parser/oracle_effect/search.rs	L08	1.5	Triskaidekaphobia
Effect:who::who sacrificed a permanent this way reveals the	1	0	1.00	parser/oracle_keyword.rs	L28	1.5	Vaevictis Asmadi, the Dire
Effect:when::when you next cast a creature spell of	1	0	1.00	parser/oracle_effect/conditions.rs	L09	1.5	Long List of the Ents
Effect:when::when you lose control of that equipment, unattach	1	0	1.00	parser/oracle_effect/conditions.rs	L09	1.5	Ogre Geargrabber
Effect:when::when you cast your next instant or sorcery	1	0	1.00	parser/oracle_effect/conditions.rs	L09	1.5	Twinferno
Effect:when::when you cast it this turn, ~ gains	1	0	1.00	parser/oracle_effect/conditions.rs	L09	1.5	Havengul Lich
Effect:when::when you cast a spell with the chosen	1	0	1.00	parser/oracle_effect/conditions.rs	L09	1.5	Medomai's Prophecy
Effect:when::when this ability resolves for the third time	1	0	1.00	parser/oracle_effect/conditions.rs	L09	1.5	Gimli, Mournful Avenger
Effect:when::when that mana is spent to cast an	1	0	1.00	parser/oracle_effect/conditions.rs	L09	1.5	Primal Wellspring
Effect:when::when it's put into a graveyard this turn,	1	0	1.00	parser/oracle_effect/conditions.rs	L09	1.5	Melira, the Living Cure
Effect:when::when it deals excess damage this way, destroy	1	0	1.00	parser/oracle_effect/conditions.rs	L09	1.5	Unleash the Inferno
Effect:when::[−N]: when you next cast an instant or	1	0	1.00	parser/oracle_effect/conditions.rs	L09	1.5	Narset Transcendent
Effect:wandering::wandering monster N or more times this game,	1	0	1.00	parser/oracle_effect/	L11	1.5	Yidaro, Wandering Monster
Effect:unless_payment::counter target spell unless its controller pays twice	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Thassa's Intervention
Effect:unless_payment::counter target spell unless its controller discards their	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Perplex
Effect:unknown::~—{M}, exile N other cards from your graveyard	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Escape Velocity
Effect:unknown::while you're searching your library, you may cast	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Panglacial Wurm
Effect:unknown::the chosen player reveals each card they draw	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Booby Trap
Effect:unknown::tapped creatures you control can block as though	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Masako the Humorless
Effect:unknown::spend only mana produced by creatures to cast	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Myr Superion
Effect:unknown::spend only mana produced by basic lands to	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Imperiosaur
Effect:unknown::once during each of your turns, you may	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Hauken's Insight
Effect:unknown::no more than N creature can attack ~	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	The Eternal Wanderer
Effect:unknown::mana of any type can be spent to	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Sharkey, Tyrant of the Shire
Effect:unknown::if you would roll N or more dice,	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Barbarian Class
Effect:unknown::during your turn, you may activate equip abilities	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Forge Anew
Effect:unknown::as ~ transforms into ~, it becomes a	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Olag, Ludevic's Hubris
Effect:unknown::as ~ transforms into ~, attach it to	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Curse of Leeches
Effect:unknown::as ~ enters, you may choose a nonland	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Scheming Fence
Effect:unknown::as ~ enters, note your life total	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Sigarda's Splendor
Effect:unknown::as ~ enters, mill N cards for each	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Urborg Lhurgoyf
Effect:unknown::as ~ enters, if it was kicked, mill	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Monstrous War-Leech
Effect:unknown::as ~ enters, flip a coin. if the	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Molten Sentry
Effect:unknown::as ~ enters, exile any number of creature	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Sutured Ghoul
Effect:unknown::as ~ enters, exile an instant or sorcery	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Living Lore
Effect:unknown::as ~ enters, exile a creature card from	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Dermotaxi
