Scrying Sheets	1	Swallow:Condition_If	{T}: Add {C}. / {1}{S}, {T}: Look at the top card of your library. If that card is snow, you may reveal it and put it into your hand. ({S} can be paid with one mana from a snow source.)
Candles of Leng	1	Effect:otherwise	{4}, {T}: Reveal the top card of your library. If it has the same name as a card in your graveyard, put it into your graveyard. Otherwise, draw a card.
Samut, Vizier of Naktamun	1	Swallow:Condition_If	First strike, vigilance, haste / Whenever a creature you control deals combat damage to a player, if that creature entered this turn, draw a card.
Development	2	Effect:Unsupported unless clause;Effect:repeat	Create a 3/1 red Elemental creature token unless any opponent has you draw a card. Repeat this process two more times.
Umbra Mystic	1	Effect:static_structure	Auras attached to permanents you control have umbra armor. (If an enchanted permanent you control would be destroyed, instead remove all damage from it and destroy an Aura attached to it.)
Sylvan Shepherd	0		Vigilance / Whenever this creature attacks, roll a d20. / 1—9 | You gain 1 life. / 10—19 | You gain 2 life. / 20 | You gain 5 life.
Extraplanar Lens	1	Trigger:Whenever a land with the same name as the exiled card is tapped for mana	Imprint — When this artifact enters, you may exile target land you control. / Whenever a land with the same name as the exiled card is tapped for mana, its controller adds one mana of any type that land produced.
Windwright Mage	0		Lifelink (Damage dealt by this creature also causes you to gain that much life.) / This creature has flying as long as an artifact card is in your graveyard.
Nesting Bot	0		Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.) / When this creature dies, create a 1/1 colorless Servo artifact creature token. / Max speed — This creature gets +1/+0.
Maze's Mantle	1	Swallow:Condition_If	Flash / Enchant creature / When this Aura enters, if enchanted creature has toxic, that creature gains hexproof until end of turn. / Enchanted creature gets +2/+2.
Outlaws' Merriment	2	Effect:2/1;Effect:3/1	At the beginning of your upkeep, choose one at random. Create a red and white creature token with those characteristics. / • 3/1 Human Warrior with trample and haste. / • 2/1 Human Cleric with lifelink and haste. / • 1/2 Human Rogue with haste and "When this token enters, it deals 1 damage to any target."
Toralf, God of Fury	1	Effect:deal	Trample / Whenever a creature or planeswalker an opponent controls is dealt excess noncombat damage, Toralf deals damage equal to the excess to any target other than that permanent.
Immolation Shaman	2	Effect:or;Trigger:Whenever an opponent activates an ability of an artifact, creature	Whenever an opponent activates an ability of an artifact, creature, or land that isn't a mana ability, this creature deals 1 damage to that player. / {3}{R}{R}: This creature gets +3/+3 and gains menace until end of turn.
Barren Glory	2	Effect:have;Effect:if	At the beginning of your upkeep, if you control no permanents other than this enchantment and have no cards in hand, you win the game.
Triton Tactics	1	Effect:at	Up to two target creatures each get +0/+3 until end of turn. Untap those creatures. At this turn's next end of combat, tap each creature that was blocked by one of those creatures this turn and it doesn't untap during its controller's next untap step.
Restore the Peace	1	Swallow:Duration_ThisTurn	Return each creature that dealt damage this turn to its owner's hand.
Skill Borrower	0		Play with the top card of your library revealed. / As long as the top card of your library is an artifact or creature card, this creature has all activated abilities of that card. (If any of the abilities use that card's name, use this creature's name instead.)
Silumgar Scavenger	1	Effect:gain	Flying / Exploit (When this creature enters, you may sacrifice a creature.) / Whenever another creature you control dies, put a +1/+1 counter on this creature. It gains haste until end of turn if it exploited that creature.
Imaginary Threats	2	Effect:creatures;Effect:during	Creatures target opponent controls attack this turn if able. During that player's next untap step, creatures they control don't untap. / Cycling {2} ({2}, Discard this card: Draw a card.)
Anax, Hardened in the Forge	1	Swallow:Condition_If	Anax's power is equal to your devotion to red. (Each {R} in the mana costs of permanents you control counts toward your devotion to red.) / Whenever Anax or another nontoken creature you control dies, create a 1/1 red Satyr creature token with "This token can't block." If the creature had power 4 or greater, create two of those tokens instead.
Djinn Illuminatus	1	Effect:static_structure	({U/R} can be paid with either {U} or {R}.) / Flying / Each instant and sorcery spell you cast has replicate. The replicate cost is equal to its mana cost. (When you cast it, copy it for each time you paid its replicate cost. You may choose new targets for the copies.)
Write into Being	2	Effect:manifest;Effect:put	Look at the top two cards of your library. Manifest one of those cards, then put the other on the top or bottom of your library. (To manifest a card, put it onto the battlefield face down as a 2/2 creature. Turn it face up any time for its mana cost if it's a creature card.)
Orgg	0		Trample / This creature can't attack if defending player controls an untapped creature with power 3 or greater. / This creature can't block creatures with power 3 or greater.
Structural Assault	1	Effect:deal	Destroy all artifacts, then Structural Assault deals damage to each creature equal to the number of artifacts that were put into graveyards from the battlefield this turn.
Tanazir Quandrix	1	Effect:have	Flying, trample / When Tanazir Quandrix enters, double the number of +1/+1 counters on target creature you control. / Whenever Tanazir Quandrix attacks, you may have the base power and toughness of other creatures you control become equal to Tanazir Quandrix's power and toughness until end of turn.
Volshe Tideturner	1	Effect:spend	{T}: Add {U}. Spend this mana only to cast an instant or sorcery spell or a kicked spell.
Kill-Suit Cultist	1	Effect:the	This creature attacks each combat if able. / {B}, Sacrifice this creature: The next time damage would be dealt to target creature this turn, destroy that creature instead.
Green Sun's Twilight	1	Effect:choose	Reveal the top X plus one cards of your library. Choose a creature card and/or a land card from among them. Put those cards into your hand and the rest on the bottom of your library in a random order. If X is 5 or more, instead put the chosen cards onto the battlefield or into your hand and the rest on the bottom of your library in a random order.
Hunt for Specimens	0		Create a 1/1 black and green Pest creature token with "When this token dies, you gain 1 life." / Learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)
Chancellor of the Annex	1	Effect:effect_structure	You may reveal this card from your opening hand. If you do, when each opponent casts their first spell of the game, counter that spell unless that player pays {1}. / Flying / Whenever an opponent casts a spell, counter it unless that player pays {1}.
Ivy, Gleeful Spellthief	1	Effect:the	Flying / Whenever a player casts a spell that targets only a single creature other than Ivy, you may copy that spell. The copy targets Ivy. (A copy of an Aura spell becomes a token.)
Invasive Surgery	1	Effect:search	Counter target sorcery spell. / Delirium — If there are four or more card types among cards in your graveyard, search the graveyard, hand, and library of that spell's controller for any number of cards with the same name as that spell, exile those cards, then that player shuffles.
Zirda, the Dawnwaker	1	Effect:static_structure	Companion — Each permanent card in your starting deck has an activated ability. (If this card is your chosen companion, you may put it into your hand from outside the game for {3} as a sorcery.) / Abilities you activate that aren't mana abilities cost {2} less to activate. This effect can't reduce the mana in that cost to less than one mana. / {1}, {T}: Target creature can't block this turn.
Wiretapping	1	Trigger:Whenever you draw your first card during each of your draw steps	Hideaway 5 (When this enchantment enters, look at the top five cards of your library, exile one face down, then put the rest on the bottom in a random order.) / Whenever you draw your first card during each of your draw steps, draw a card. Then if you have nine or more cards in hand, you may play the exiled card without paying its mana cost.
Noctis, Prince of Lucis	1	Swallow:Condition_If	Lifelink / You may cast artifact spells from your graveyard by paying 3 life in addition to paying their other costs. If you cast a spell this way, that artifact enters with a finality counter on it.
Genku, Future Shaper	3	Effect:1/1;Effect:1/2;Effect:2/2	Whenever another nontoken permanent you control leaves the battlefield, choose one that hasn't been chosen this turn. Create a creature token with those characteristics. / • 2/2 white Fox with vigilance. / • 1/2 blue Moonfolk with flying. / • 1/1 black Rat with lifelink. / {3}{W}{U}: Put a +1/+1 counter on each creature you control.
Springjack Shepherd	1	Swallow:DynamicQty	Chroma — When this creature enters, create a 0/1 white Goat creature token for each white mana symbol in the mana costs of permanents you control.
Mirror March	1	Swallow:DynamicQty	Whenever a nontoken creature you control enters, flip a coin until you lose a flip. For each flip you won, create a token that's a copy of that creature. Those tokens gain haste. Exile them at the beginning of the next end step.
The Millennium Calendar	2	Trigger:When there are 1,000 or more time counters on ~;Trigger:Whenever you untap one or more permanents during your untap step	Whenever you untap one or more permanents during your untap step, put that many time counters on The Millennium Calendar. / {2}, {T}: Double the number of time counters on The Millennium Calendar. / When there are 1,000 or more time counters on The Millennium Calendar, sacrifice it and each opponent loses 1,000 life.
War's Toll	1	Effect:effect_structure	Whenever an opponent taps a land for mana, tap all lands that player controls. / If a creature an opponent controls attacks, all creatures that opponent controls attack if able.
Tamiyo, the Moon Sage	1	Swallow:Optional_YouMay	[+1]: Tap target permanent. It doesn't untap during its controller's next untap step. / [−2]: Draw a card for each tapped creature target player controls. / [−8]: You get an emblem with "You have no maximum hand size" and "Whenever a card is put into your graveyard from anywhere, you may return it to your hand."
Alms Beast	1	Effect:static_structure	Creatures blocking or blocked by this creature have lifelink.
Void Mirror	1	Swallow:Condition_If	Whenever a player casts a spell, if no colored mana was spent to cast it, counter that spell.
Kuon, Ogre Ascendant	1	Effect:flip	At the beginning of the end step, if three or more creatures died this turn, flip Kuon.
Streaking Oilgorger	0		Flying, haste / Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.) / Max speed — This creature has lifelink.
Evolving Door	2	Effect:count;ParseWarning:target-fallback	{1}, {T}, Sacrifice a creature: Count the colors of the sacrificed creature, then search your library for a creature card that's exactly that many colors plus one. Exile that card, then shuffle. You may cast the exiled card. Activate only as a sorcery.
Skophos Maze-Warden	1	Trigger:Whenever another creature becomes the target of an ability of a land you control named Labyrinth of Skophos	{1}: This creature gets +1/-1 until end of turn. / Whenever another creature becomes the target of an ability of a land you control named Labyrinth of Skophos, you may have this creature fight that creature. (Each deals damage equal to its power to the other.)
Vraska, Betrayal's Sting	2	Effect:become;Effect:get	Compleated ({B/P} can be paid with {B} or 2 life. If life was paid, this planeswalker enters with two fewer loyalty counters.) / [0]: You draw a card and lose 1 life. Proliferate. / [−2]: Target creature becomes a Treasure artifact with "{T}, Sacrifice this artifact: Add one mana of any color" and loses all other card types and abilities. / [−9]: If target player has fewer than nine poison counters, they get a number of poison counters equal to the difference.
Sojourner's Companion	1	Effect:unknown	Affinity for artifacts / Artifact landcycling {2} ({2}, Discard this card: Search your library for an artifact land card, reveal it, put it into your hand, then shuffle.)
Dead Man's Chest	1	Swallow:DynamicQty	Enchant creature an opponent controls / When enchanted creature dies, exile cards equal to its power from the top of its owner's library. You may cast spells from among those cards for as long as they remain exiled, and mana of any type can be spent to cast them.
Sigarda, Host of Herons	1	Effect:unknown	Flying, hexproof / Spells and abilities your opponents control can't cause you to sacrifice permanents.
Berg Strider	1	Swallow:Condition_If	When this creature enters, tap target artifact or creature an opponent controls. If {S} was spent to cast this spell, that permanent doesn't untap during its controller's next untap step. ({S} is mana from a snow source.)
Maelstrom Muse	1	Effect:the	Flying / Whenever this creature attacks, the next instant or sorcery spell you cast this turn costs {X} less to cast, where X is this creature's power as this ability resolves.
Another Round	1	Effect:repeat	Exile any number of creatures you control, then return them to the battlefield under their owner's control. Then repeat this process X more times.
Conspicuous Snoop	0		Play with the top card of your library revealed. / You may cast Goblin spells from the top of your library. / As long as the top card of your library is a Goblin card, this creature has all activated abilities of that card.
Aberrant Mind Sorcerer	1	Swallow:Optional_YouMay	Psionic Spells — When this creature enters, choose target instant or sorcery card in your graveyard, then roll a d20. / 1—9 | You may put that card on top of your library. / 10—20 | Return that card to your hand.
Spelunking	1	Swallow:Condition_If	When this enchantment enters, draw a card, then you may put a land card from your hand onto the battlefield. If you put a Cave onto the battlefield this way, you gain 4 life. / Lands you control enter untapped.
Leyline of Transformation	1	Effect:unknown	If this card is in your opening hand, you may begin the game with it on the battlefield. / As this enchantment enters, choose a creature type. / Creatures you control are the chosen type in addition to their other types. The same is true for creature spells you control and creature cards you own that aren't on the battlefield.
Atemsis, All-Seeing	1	Swallow:Condition_If	Flying / {2}{U}, {T}: Draw two cards, then discard a card. / Whenever Atemsis deals damage to an opponent, you may reveal your hand. If cards with at least six different mana values are revealed this way, that player loses the game.
Desecrator Hag	1	Swallow:Condition_If	When this creature enters, return to your hand the creature card in your graveyard with the greatest power. If two or more cards are tied for greatest power, you choose one of them.
Machinist's Arsenal	1	Swallow:DynamicQty	Job select (When this Equipment enters, create a 1/1 colorless Hero creature token, then attach this to it.) / Equipped creature gets +2/+2 for each artifact you control and is an Artificer in addition to its other types. / Machina — Equip {4} ({4}: Attach to target creature you control. Equip only as a sorcery.)
Expose the Culprit	1	Effect:shuffle	Choose one or both — / • Turn target face-down creature face up. / • Exile any number of face-up creatures you control with disguise in a face-down pile, shuffle that pile, then cloak them. (To cloak a card, put it onto the battlefield face down as a 2/2 creature with ward {2}. Turn it face up any time for its mana cost if it's a creature card.)
The Temporal Anchor	1	Trigger:Whenever you choose to put one or more cards on the bottom of your library while scrying	At the beginning of your upkeep, scry 2. / Whenever you choose to put one or more cards on the bottom of your library while scrying, exile that many cards from the bottom of your library. / During your turn, you may play cards exiled with The Temporal Anchor.
Welcome to the Fold	1	Effect:instead	Madness {X}{U}{U} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.) / Gain control of target creature if its toughness is 2 or less. If this spell's madness cost was paid, instead gain control of that creature if its toughness is X or less.
Crypt Rats	1	Effect:spend	{X}: This creature deals X damage to each creature and each player. Spend only black mana on X.
Ghalta and Mavren	1	Effect:create	Trample / Whenever you attack, choose one — / • Create a tapped and attacking X/X green Dinosaur creature token with trample, where X is the greatest power among other attacking creatures. / • Create X 1/1 white Vampire creature tokens with lifelink, where X is the number of other attacking creatures.
Moonlit Meditation	1	Effect:replacement_structure	Enchant artifact or creature you control / The first time you would create one or more tokens each turn, you may instead create that many tokens that are copies of enchanted permanent.
Queen Kayla bin-Kroog	1	Effect:choose	{4}, {T}: Discard all the cards in your hand, then draw that many cards. You may choose an artifact or creature card with mana value 1 you discarded this way, then do the same for artifact or creature cards with mana values 2 and 3. Return those cards to the battlefield. Activate only as a sorcery.
Remorseless Punishment	1	Effect:Unsupported unless clause	Target opponent loses 5 life unless that player discards two cards or sacrifices a creature or planeswalker of their choice. Repeat this process once.
Gathan Raiders	0		Hellbent — This creature gets +2/+2 as long as you have no cards in hand. / Morph—Discard a card. (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
Curse of Thirst	1	Effect:deal	Enchant player / At the beginning of enchanted player's upkeep, this Aura deals damage to that player equal to the number of Curses attached to them.
Venarian Glimmer	1	Effect:choose	Target player reveals their hand. You choose a nonland card with mana value X or less from it. That player discards that card.
Secret of Bloodbending	2	Effect:phase;Effect:you	As an additional cost to cast this spell, you may waterbend {10}. / You control target opponent during their next combat phase. If this spell's additional cost was paid, you control that player during their next turn instead. (You see all cards that player could see and make all decisions for them.) / Exile Secret of Bloodbending.
Leyline Tyrant	1	Effect:pay	Flying / You don't lose unspent red mana as steps and phases end. / When this creature dies, you may pay any amount of {R}. When you do, it deals that much damage to any target.
Elite Arcanist	1	Effect:x	When this creature enters, you may exile an instant card from your hand. / {X}, {T}: Copy the exiled card. You may cast the copy without paying its mana cost. X is the mana value of the exiled card.
Helm of Kaldra	1	Effect:sword	Equipped creature has first strike, trample, and haste. / {1}: If you control Equipment named Helm of Kaldra, Sword of Kaldra, and Shield of Kaldra, create Kaldra, a legendary 4/4 colorless Avatar creature token. Attach those Equipment to it. / Equip {2}
Galloping Lizrog	1	Effect:remove	Trample / When this creature enters, you may remove any number of +1/+1 counters from among creatures you control. If you do, put twice that many +1/+1 counters on this creature.
Jagged Poppet	1	Effect:discard	Whenever this creature is dealt damage, discard that many cards. / Hellbent — Whenever this creature deals combat damage to a player, if you have no cards in hand, that player discards cards equal to the damage.
Grifter's Blade	1	Effect:unknown	Flash / As this Equipment enters, choose a creature you control it could be attached to. If you do, it enters attached to that creature. / Equipped creature gets +1/+1. / Equip {1}
Alania, Divergent Storm	1	Effect:the	Whenever you cast a spell, if it's the first instant spell, the first sorcery spell, or the first Otter spell other than Alania you've cast this turn, you may have target opponent draw a card. If you do, copy that spell. You may choose new targets for the copy.
Shelldock Isle	1	Swallow:Condition_If	Hideaway 4 (When this land enters, look at the top four cards of your library, exile one face down, then put the rest on the bottom in a random order.) / This land enters tapped. / {T}: Add {U}. / {U}, {T}: You may play the exiled card without paying its mana cost if a library has twenty or fewer cards in it.
Gandalf, Friend of the Shire	1	Swallow:Condition_If	Flash / You may cast sorcery spells as though they had flash. / Whenever the Ring tempts you, if you chose a creature other than Gandalf as your Ring-bearer, draw a card.
Balduvian Warlord	2	Effect:block;Effect:creatures	{T}: Remove target blocking creature from combat. Creatures it was blocking that hadn't become blocked by another creature this combat become unblocked, then it blocks an attacking creature of your choice. Activate only during the declare blockers step.
Chandra, Pyromaster	1	Effect:choose	[+1]: Chandra deals 1 damage to target player or planeswalker and 1 damage to up to one target creature that player or that planeswalker's controller controls. That creature can't block this turn. / [0]: Exile the top card of your library. You may play it this turn. / [−7]: Exile the top ten cards of your library. Choose an instant or sorcery card exiled this way and copy it three times. You may cast the copies without paying their mana costs.
+2 Mace	1	Effect:static_structure	Equipped creature gets +2/+2. / Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)
Titan's Presence	2	Swallow:Condition_If;Swallow:DynamicQty	As an additional cost to cast this spell, reveal a colorless creature card from your hand. / Exile target creature if its power is less than or equal to the revealed card's power.
Molten Psyche	1	Effect:deal	Each player shuffles the cards from their hand into their library, then draws that many cards. / Metalcraft — If you control three or more artifacts, Molten Psyche deals damage to each opponent equal to the number of cards that player has drawn this turn.
Elspeth Resplendent	1	Effect:put	[+1]: Choose up to one target creature. Put a +1/+1 counter and a counter from among flying, first strike, lifelink, or vigilance on it. / [−3]: Look at the top seven cards of your library. You may put a permanent card with mana value 3 or less from among them onto the battlefield with a shield counter on it. Put the rest on the bottom of your library in a random order. / [−7]: Create five 3/3 white Angel creature tokens with flying.
Kami of Jealous Thirst	1	Effect:this	Deathtouch / {4}{B}: Each opponent loses 2 life and you gain 2 life. This ability costs {4}{B} less to activate if you've drawn three or more cards this turn. Activate only once each turn.
Friendly Rivalry	1	Effect:multi_source_compound_each_power_damage	Target creature you control and up to one other target legendary creature you control each deal damage equal to their power to target creature you don't control.
Deepwood Denizen	1	Effect:this	Vigilance (Attacking doesn't cause this creature to tap.) / {5}{G}, {T}: Draw a card. This ability costs {1} less to activate for each +1/+1 counter on creatures you control.
Palantír of Orthanc	1	Effect:lose	At the beginning of your end step, put an influence counter on Palantír of Orthanc and scry 2. Then target opponent may have you draw a card. If that player doesn't, you mill X cards, where X is the number of influence counters on Palantír of Orthanc, and that player loses life equal to the total mana value of those cards.
Burn at the Stake	1	Effect:deal	As an additional cost to cast this spell, tap any number of untapped creatures you control. / Burn at the Stake deals damage to any target equal to three times the number of creatures tapped this way.
Voracious Dragon	1	Effect:deal	Flying / Devour 1 (As this creature enters, you may sacrifice any number of creatures. It enters with that many +1/+1 counters on it.) / When this creature enters, it deals damage to any target equal to twice the number of Goblins it devoured.
Cerebral Vortex	1	Effect:deal	Target player draws two cards, then Cerebral Vortex deals damage to that player equal to the number of cards they've drawn this turn.
Elbrus, the Binding Blade	1	Effect:unattach	Equipped creature gets +1/+0. / When equipped creature deals combat damage to a player, unattach Elbrus, then transform it. / Equip {1}
Gutter Shortcut	0		Enchant creature / Enchanted creature can't be blocked as long as it's attacking alone. / If Gutter Shortcut would be put into a graveyard from anywhere, exile it instead.
Living Lore	1	Effect:unknown	As this creature enters, exile an instant or sorcery card from your graveyard. / Living Lore's power and toughness are each equal to the exiled card's mana value. / Whenever this creature deals combat damage, you may sacrifice it. If you do, you may cast the exiled card without paying its mana cost.
Deathforge Shaman	1	Effect:deal	Multikicker {R} (You may pay an additional {R} any number of times as you cast this spell.) / When this creature enters, it deals damage to target player or planeswalker equal to twice the number of times it was kicked.
Cunning Bandit	1	Effect:flip	Whenever you cast a Spirit or Arcane spell, you may put a ki counter on this creature. / At the beginning of the end step, if there are two or more ki counters on this creature, you may flip it.
Escape Detection	1	Effect:freerunning—return	Freerunning—Return a blue creature you control to its owner's hand. (You may cast this spell for its freerunning cost if you dealt combat damage to a player this turn with an Assassin or commander.) / Return target creature to its owner's hand. / Draw a card.
Veiling Oddity	1	Trigger:When the last time counter is removed from this card while it's exiled	Suspend 4—{1}{U} (Rather than cast this card from your hand, you may pay {1}{U} and exile it with four time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, you may cast it without paying its mana cost. It has haste.) / When the last time counter is removed from this card while it's exiled, creatures can't be blocked this turn.
The Phasing of Zhalfir	1	Effect:another	Read ahead (Choose a chapter and start with that many lore counters. Add one after your draw step. Skipped chapters don't trigger. Sacrifice after III.) / I, II — Another target nonland permanent phases out. It can't phase in for as long as you control this Saga. / III — Destroy all creatures. For each creature destroyed this way, its controller creates a 2/2 black Phyrexian creature token.
Confounding Conundrum	2	Swallow:Condition_If;Swallow:Duration_ThisTurn	When this enchantment enters, draw a card. / Whenever a land an opponent controls enters, if that player had another land enter the battlefield under their control this turn, they return a land they control to its owner's hand.
Maelstrom Djinn	1	Effect:gain	Flying / Morph {2}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) / When this creature is turned face up, put two time counters on it and it gains vanishing. (At the beginning of your upkeep, remove a time counter from it. When the last is removed, sacrifice it.)
Evolving Adaptive	1	Effect:empty	This creature enters with an oil counter on it. / This creature gets +1/+1 for each oil counter on it. / Whenever another creature you control enters, if that creature has greater power or toughness than this creature, put an oil counter on this creature.
Breathless Knight	1	Swallow:Condition_If	Flying, lifelink / Whenever this creature or another creature you control enters, if that creature entered from a graveyard or you cast it from a graveyard, put a +1/+1 counter on this creature.
Predatory Advantage	1	Swallow:Duration_ThisTurn	At the beginning of each opponent's end step, if that player didn't cast a creature spell this turn, create a 2/2 green Lizard creature token.
Lashwhip Predator	1	Swallow:Condition_If	This spell costs {2} less to cast if your opponents control three or more creatures. / Reach
Wild Slash	1	Swallow:Condition_If	Ferocious — If you control a creature with power 4 or greater, damage can't be prevented this turn. / Wild Slash deals 2 damage to any target.
Pride of the Clouds	1	Swallow:DynamicQty	Flying / This creature gets +1/+1 for each other creature on the battlefield with flying. / Forecast — {2}{W}{U}, Reveal this creature from your hand: Create a 1/1 white and blue Bird creature token with flying. (Activate only during your upkeep and only once each turn.)
Call of the Ring	1	Trigger:Whenever you choose a creature as your Ring-bearer	At the beginning of your upkeep, the Ring tempts you. / Whenever you choose a creature as your Ring-bearer, you may pay 2 life. If you do, draw a card.
Scion of Stygia	0		Flash / Cone of Cold — When this creature enters, choose target creature an opponent controls, then roll a d20. / 1—9 | Tap that creature. / 10—20 | Tap that creature. It doesn't untap during its controller's next untap step.
Weftwalking	1	Effect:unknown	When this enchantment enters, if you cast it, shuffle your hand and graveyard into your library, then draw seven cards. / The first spell each player casts during each of their turns may be cast without paying its mana cost.
Solstice Revelations	1	Swallow:DynamicQty	Exile cards from the top of your library until you exile a nonland card. You may cast that card without paying its mana cost if the spell's mana value is less than the number of Mountains you control. If you don't cast that card this way, put it into your hand. / Flashback {6}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)
Heart of Kiran	1	Static:AlternativeKeywordCost(Crew)	Flying, vigilance / Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.) / You may remove a loyalty counter from a planeswalker you control rather than pay Heart of Kiran's crew cost.
Molten Sentry	1	Effect:unknown	As this creature enters, flip a coin. If the coin comes up heads, this creature enters as a 5/2 creature with haste. If it comes up tails, this creature enters as a 2/5 creature with defender.
Jeskai Infiltrator	2	Effect:manifest;Effect:shuffle	This creature can't be blocked as long as you control no other creatures. / When this creature deals combat damage to a player, exile it and the top card of your library in a face-down pile, shuffle that pile, then manifest those cards. (To manifest a card, put it onto the battlefield face down as a 2/2 creature. Turn it face up any time for its mana cost if it's a creature card.)
Dauthi Voidwalker	2	Effect:choose;Effect:replacement_structure	Shadow (This creature can block or be blocked by only creatures with shadow.) / If a card would be put into an opponent's graveyard from anywhere, instead exile it with a void counter on it. / {T}, Sacrifice this creature: Choose an exiled card an opponent owns with a void counter on it. You may play it this turn without paying its mana cost.
Warchanter Skald	1	Swallow:Condition_If	Whenever this creature becomes tapped, if it's enchanted or equipped, create a 2/1 red Dwarf Berserker creature token.
Tezzeret, Betrayer of Flesh	1	Effect:static_structure	The first activated ability of an artifact you activate each turn costs {2} less to activate. / [+1]: Draw two cards. Then discard two cards unless you discard an artifact card. / [−2]: Target artifact becomes an artifact creature. If it isn't a Vehicle, it has base power and toughness 4/4. / [−6]: You get an emblem with "Whenever an artifact you control becomes tapped, draw a card."
Psychic Pickpocket	1	Effect:when	When this creature enters, it connives. When it connives this way, return up to one target nonland permanent to its owner's hand. (To have a creature connive, draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on that creature.)
Watchers of the Dead	1	Effect:choose	Exile this creature: Each opponent chooses two cards in their graveyard and exiles the rest.
Withercrown	1	Effect:Unsupported unless clause	Enchant creature / Enchanted creature has base power 0 and has "At the beginning of your upkeep, you lose 1 life unless you sacrifice this creature."
Turntimber Symbiosis	2	Swallow:Condition_If;Swallow:Optional_YouMay	Look at the top seven cards of your library. You may put a creature card from among them onto the battlefield. If that card has mana value 3 or less, it enters with three additional +1/+1 counters on it. Put the rest on the bottom of your library in a random order.
Sword-Point Diplomacy	1	Effect:Unsupported unless clause	Reveal the top three cards of your library. For each of those cards, put that card into your hand unless any opponent pays 3 life. Then exile the rest.
Tinybones, Bauble Burglar	1	Effect:unknown	Whenever an opponent discards a card, exile it from their graveyard with a stash counter on it. / During your turn, you may play cards you don't own with stash counters on them from exile, and mana of any type can be spent to cast those spells. / {3}{B}, {T}: Each opponent discards a card. Activate only as a sorcery.
Henge Walker	1	Swallow:Condition_If	Adamant — If at least three mana of the same color was spent to cast this spell, this creature enters with a +1/+1 counter on it.
Kav Landseeker	1	Effect:at	Menace (This creature can't be blocked except by two or more creatures.) / When this creature enters, create a Lander token. At the beginning of the end step on your next turn, sacrifice that token. (It's an artifact with "{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.")
Timesifter	1	Effect:the	At the beginning of each upkeep, each player exiles the top card of their library. The player who exiled the card with the greatest mana value takes an extra turn after this one. If two or more players' cards are tied for greatest, the tied players repeat this process until the tie is broken.
Chorus of the Conclave	2	Swallow:Condition_If;Swallow:Optional_YouMay	Forestwalk (This creature can't be blocked as long as defending player controls a Forest.) / As an additional cost to cast creature spells, you may pay any amount of mana. If you do, that creature enters with that many additional +1/+1 counters on it.
One Ring to Rule Them All	1	Effect:mill	(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) / I — The Ring tempts you, then each player mills cards equal to your Ring-bearer's power. / II — Destroy all nonlegendary creatures. / III — Each opponent loses 1 life for each creature card in that player's graveyard.
Verdeloth the Ancient	1	Effect:static_structure	Kicker {X} (You may pay an additional {X} as you cast this spell.) / Saproling creatures and other Treefolk creatures get +1/+1. / When Verdeloth enters, if it was kicked, create X 1/1 green Saproling creature tokens.
Stolen Uniform	1	Effect:when	Choose target creature you control and target Equipment. Gain control of that Equipment until end of turn. Attach it to the chosen creature. When you lose control of that Equipment this turn, if it's attached to a creature you control, unattach it.
Deathknell Berserker	1	Swallow:Condition_If	When this creature dies, if its power was 3 or greater, create a 2/2 black Zombie Berserker creature token.
Lightfoot Rogue	0		Sneak Attack — Whenever this creature attacks, roll a d20. / 1—9 | This creature gains deathtouch until end of turn. / 10—19 | It gets +1/+0 and gains deathtouch until end of turn. / 20 | It gets +3/+0 and gains first strike and deathtouch until end of turn.
Kazandu Tuskcaller	0		Level up {1}{G} ({1}{G}: Put a level counter on this. Level up only as a sorcery.) / LEVEL 2-5 / 1/1 / {T}: Create a 3/3 green Elephant creature token. / LEVEL 6+ / 1/1 / {T}: Create two 3/3 green Elephant creature tokens.
Barrel Down Sokenzan	1	Effect:deal	Sweep — Return any number of Mountains you control to their owner's hand. Barrel Down Sokenzan deals damage to target creature equal to twice the number of Mountains returned this way.
Andúril, Flame of the West	1	Effect:instead	Equipped creature gets +3/+1. / Whenever equipped creature attacks, create two tapped 1/1 white Spirit creature tokens with flying. If that creature is legendary, instead create two of those tokens that are tapped and attacking. / Equip {2}
Capricious Hellraiser	1	Effect:choose	This spell costs {3} less to cast if you have nine or more cards in your graveyard. / Flying / When this creature enters, exile three cards at random from your graveyard. Choose a noncreature, nonland card from among them and copy it. You may cast the copy without paying its mana cost.
