Leyline Tyrant	1	PRM;PZNR;TDC;ZNR	Effect:pay	pay any amount of {R}
Liar's Pendulum	1	MRD	Effect:target	Target opponent guesses whether a card with that name is in your hand
Liberator, Urza's Battlethopter	1	BRO;PBRO;PRM;SLD	Swallow:Condition_If	Condition_If — Flash Flying You may cast colorless spells and artifact spells as though they had flash. Whenever you cast a spell, if the amount of mana sp
Liege of the Tangle	1	2XM;SOM	Effect:have	have an awakening counter on it
Lifecraft Awakening	1	AER	Swallow:Condition_If	Condition_If — Put X +1/+1 counters on target artifact you control. If it isn't a creature or Vehicle, it becomes a 0/0 Construct artifact creature.
Life of Toshiro Umezawa	1	NEO	Effect:•	• You gain 2 ~
Lightfoot Rogue	0	AFR	NO-GAP-DETAILS	
Lightning Runner	1	AER;DRC;M3C;PAER	Swallow:Condition_If	Condition_If — Double strike, haste Whenever this creature attacks, you get {E}{E} (two energy counters), then you may pay eight {E}. If you pay, untap all
Light Up the Night	1	DBL;MID;PMID;PRM	Effect:deal	deal X plus 1 damage
Lightwheel Enhancements	0	DFT	NO-GAP-DETAILS	
Liliana of the Veil	1	DMU;INR;ISD;MM3;PDMU;PPRO;PRM;PUMA;PWCS;UMA	Effect:separate	[−6]: Separate all permanents target player controls into two piles. That player sacrifices all permanents in the pile of their choice.
Linessa, Zephyr Mage	1	FUT	Cost:Zephyr Mage	Zephyr Mage
Linvala, Shield of Sea Gate	1	PLST;PRM;PZNR;ZNR	Effect:can't	can't attack or block, and its activated abilities can't be activated
Lion Umbra	0	MH3	NO-GAP-DETAILS	
Lithomantic Barrage	1	MOM	Swallow:Condition_If	Condition_If — This spell can't be countered. Lithomantic Barrage deals 1 damage to target creature or planeswalker. It deals 5 damage instead if that targ
Living Breakthrough	1	NEO;PNEO;PRM	Effect:with	with the same mana value as that spell
Living Conundrum	0	MKM	NO-GAP-DETAILS	
Living Lore	1	C21;DTK;PDTK;UMA	Effect:unknown	As ~ enters, exile an instant or sorcery card from your graveyard.
Llanowar Greenwidow	1	DMU;PDMU;PRM	Swallow:DynamicQty	DynamicQty — Reach, trample Domain — {7}{G}: Return this card from your graveyard to the battlefield tapped. It gains "If this permanent would leave th
Loathsome Troll	0	AFR	NO-GAP-DETAILS	
Locthwain Paladin	1	ELD	Swallow:Condition_If	Condition_If — Menace (This creature can't be blocked except by two or more creatures.) Adamant — If at least three black mana was spent to cast this spe
Long Feng, Grand Secretariat	1	TLA	Trigger:Whenever another creature you control	Whenever another creature you control, put a +1/+1 counter on target creature you control.
Long List of the Ents	2	LTR	Effect:note;Effect:when	Note a creature type that hasn't been noted for ~
Long Rest	1	AFR;PAFR;PRM	Swallow:Condition_If	Condition_If — Return X target cards with different mana values from your graveyard to your hand. If eight or more cards were returned to your hand this wa
Longstalk Brawl	1	BLB	Swallow:Condition_If	Condition_If — Gift a tapped Fish (You may promise an opponent a gift as you cast this spell. If you do, they create a tapped 1/1 blue Fish creature token 
Lost Isle Calling	1	LTR;PLTR	Swallow:Condition_If	Condition_If — Whenever you scry, put a verse counter on this enchantment. {4}{U}{U}, Exile this enchantment: Draw a card for each verse counter on this en
Lost Legacy	1	KLD;KLR;PKLD	Effect:choose	Choose a nonartifact, nonland card name. Search target player's graveyard, hand, and library for any number of cards with that name and exile them. That player 
Love Song of Night and Day	0	CMM;DMU	NO-GAP-DETAILS	
Lukka, Coppercoat Outcast	1	IKO;PIKO;PLST;PRM	Swallow:Condition_AsLongAs	Condition_AsLongAs — [+1]: Exile the top three cards of your library. Creature cards exiled this way gain "You may cast this card from exile as long as you cont
Lullmage's Domination	1	ZNR	Swallow:Condition_If	Condition_If — This spell costs {3} less to cast if it targets a creature whose controller has eight or more cards in their graveyard. Gain control of targ
Lumengrid Augur	1	MRD	Swallow:Condition_If	Condition_If — {1}, {T}: Target player draws a card, then discards a card. If that player discards an artifact card this way, untap this creature.
Lurebound Scarecrow	1	SHM	Trigger:When you control no permanents of the chosen color	When you control no permanents of the chosen color, sacrifice ~.
Luxior, Giada's Gift	1	PRM;PSNC;SNC	Effect:static_structure	Equipped permanent isn't a planeswalker and is a creature in addition to its other types.
Luxurious Locomotive	1	OTJ	Swallow:DynamicQty	DynamicQty — Whenever this Vehicle attacks, create a Treasure token for each creature that crewed it this turn. (They're artifacts with "{T}, Sacrifice t
Machinist's Arsenal	1	FIN;PFIN	Swallow:DynamicQty	DynamicQty — Job select (When this Equipment enters, create a 1/1 colorless Hero creature token, then attach this to it.) Equipped creature gets +2/+2 fo
Madcap Experiment	1	KLD;PKLD	Effect:deal	deal damage to you equal to the number of cards revealed this way
Maelstrom Djinn	1	FUT	Effect:gain	gain vanishing
Maelstrom Muse	1	STX	Effect:the	the next instant or sorcery spell you cast this turn costs {X} less to cast, where X is ~'s power as this ability resolves
Maestros Ascendancy	1	PSNC;SNC	Swallow:Condition_If	Condition_If — Once during each of your turns, you may cast an instant or sorcery spell from your graveyard by sacrificing a creature in addition to paying
Maestros Diabolist	1	PSNC;SNC	Effect:create	create a tapped and attacking 1/1 red Devil creature token with "When ~ dies, it deals 1 damage to any target."
Magus of the Scroll	1	TSP	Swallow:Condition_If	Condition_If — {3}, {T}: Choose a card name, then reveal a card at random from your hand. If that card has the chosen name, this creature deals 2 damage to
Malamet Battle Glyph	1	LCI	Swallow:Condition_If	Condition_If — Choose target creature you control and target creature you don't control. If the creature you control entered this turn, put a +1/+1 counter
Mana Clash	1	4BB;4ED;5ED;7ED;8ED;9ED;DRK;REN	Effect:repeat	Repeat this process until both players' coins come up heads on the same flip
Mana Seism	1	CHK	Effect:add	add that much {C}
Manor Gargoyle	0	ISD	NO-GAP-DETAILS	
Marauding Raptor	1	LCC;M20;PLST;PM20	Swallow:Condition_If	Condition_If — Creature spells you cast cost {1} less to cast. Whenever another creature you control enters, this creature deals 2 damage to it. If a Dinos
Marrow Chomper	1	ARB	Swallow:DynamicQty	DynamicQty — Devour 2 (As this creature enters, you may sacrifice any number of creatures. It enters with twice that many +1/+1 counters on it.) When thi
Masako the Humorless	1	CHK	Effect:unknown	Tapped creatures you control can block as though they were untapped.
Maskwood Nexus	1	BLC;CLB;DRC;KHM;M3C;PKHM;PLST;PRM;SLD	Effect:unknown	The same is true for creature spells you control and creature cards you own that aren't on the battlefield.
Massacre Girl, Known Killer	1	ECC;MKM;PMKM	Swallow:Condition_If	Condition_If — Menace Creatures you control have wither. (They deal damage to creatures in the form of -1/-1 counters.) Whenever a creature an opponent con
Mass Polymorph	1	M11;PLST	Effect:reveal	reveal cards from the top of your library until you reveal that many creature cards
Master Biomancer	1	2X2;C16;C21;CLU;CM2;GTC	Swallow:DynamicQty	DynamicQty — Each other creature you control enters with a number of additional +1/+1 counters on it equal to this creature's power and as a Mutant in ad
Master of Predicaments	1	M15	Effect:that	That player guesses whether the card's mana value is greater than 4
Master of the Wild Hunt	1	A25;J22;M10;PLST;SLD	Effect:deal	deal damage equal to its power divided as its controller chooses among any number of those Wolves
Master's Manufactory	1	LCI	Swallow:Condition_If	Condition_If — {T}: Create a 4/4 white and blue Golem artifact creature token. Activate only if this artifact or another artifact entered the battlefield u
Master Symmetrist	1	STX	Trigger:Whenever a creature you control with power equal to its toughness attacks	Whenever a creature you control with power equal to its toughness attacks, it gains trample until end of turn.
Master Warcraft	1	CMA;CMD;CMR;GK1;RAV	Effect:choose	You choose which creatures attack this turn.
Matter Reshaper	1	CMM;EA2;OGW;POGW;SLD	Effect:otherwise	Otherwise
Matzalantli, the Great Door	1	LCI	Swallow:Condition_If	Condition_If — {T}: Draw a card, then discard a card. {4}, {T}: Transform Matzalantli. Activate only if there are four or more permanent types among cards 
Maximum Carnage	1	OM1;PSPM;SPM	Swallow:Condition_If	Condition_If — (As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I — Until your next turn, each creature attacks e
Mazemind Tome	1	BRR;CMM;FDN;M21;PLST;PM21;PRM	Trigger:When there are four or more page counters on ~	When there are four or more page counters on ~, exile it. If you do, you gain 4 life.
Maze's Mantle	1	ONE	Swallow:Condition_If	Condition_If — Flash Enchant creature When this Aura enters, if enchanted creature has toxic, that creature gains hexproof until end of turn. Enchanted cre
Medomai's Prophecy	1	THB	Effect:when	When you cast a spell with the chosen name for the first time this turn, draw two cards
Meletis Charlatan	1	THS	Effect:the	{2}{U}, {T}: The controller of target instant or sorcery spell copies it. That player may choose new targets for the copy.
Melira, Sylvok Outcast	2	NPH	Effect:effect_structure;Effect:static_structure	You can't get poison counters.
Melira, the Living Cure	2	ONE;PONE	Effect:replacement_structure;Effect:when	If you would get one or more poison counters, instead you get one poison counter and you can't get additional poison counters this turn.
Memory Vessel	1	BIG	Effect:players	players may play cards they exiled this way, and they can't play cards from their hand
Mesmeric Sliver	1	FUT;SLD	Effect:fateseal	fateseal 1
Metamorphic Alteration	2	M19;PM19	Effect:static_structure;Effect:unknown	As ~ enters, choose a creature.
Meticulous Excavation	1	BRO	Effect:instead	instead exile it, then return that card to its owner's hand
Metzali, Tower of Triumph	1	PRIX;RIX	Effect:choose	{2}{W}, {T}: Choose a creature at random that attacked this turn. Destroy that creature.
Minamo's Meddling	1	BOK	Effect:discard	discard each card with the same name as a card spliced onto that spell
Mind Bend	1	10E;8ED;9ED;MIR;PLST	Effect:change	Change the text of target permanent by replacing all instances of one color word with another or one basic land type with another.
Mindblaze	1	CHK	Effect:reveal	reveal their library
Minimus Containment	0	AFR;CLB;HBG	NO-GAP-DETAILS	
Minion of the Mighty	1	AFR;PAFR	Swallow:Condition_If	Condition_If — Menace Pack tactics — Whenever this creature attacks, if you attacked with creatures with total power 6 or greater this combat, you may pu
Mirror March	1	PLST;PRNA;RNA	Swallow:DynamicQty	DynamicQty — Whenever a nontoken creature you control enters, flip a coin until you lose a flip. For each flip you won, create a token that's a copy of t
Mirrormind Crown	1	ECL;PECL	Swallow:Optional_YouMay	Optional_YouMay — As long as this Equipment is attached to a creature, the first time you would create one or more tokens each turn, you may instead create th
Mirror of Fate	1	M10	Effect:choose	{T}, Sacrifice ~: Choose up to seven face-up exiled cards you own. Exile all the cards from your library, then put the chosen cards on top of your library.
Mirrorwing Dragon	1	EMN;INR;J25;PEMN;SIR;SOC;TLE	Swallow:DynamicQty	DynamicQty — Flying Whenever a player casts an instant or sorcery spell that targets only this creature, that player copies that spell for each other cre
Mishra, Claimed by Gix	2	BRO;PBRO	Effect:and;Effect:it	and you both own and control them, exile them, then meld them into ~, Lost to Phyrexia
Mishra's Domination	0	BRO	NO-GAP-DETAILS	
Mistbind Clique	1	LRW;SLD;SPG	Trigger:When a Faerie is championed with ~	When a Faerie is championed with ~, tap all lands target player controls.
Mitotic Manipulation	1	MBS	Swallow:Condition_If	Condition_If — Look at the top seven cards of your library. You may put one of those cards onto the battlefield if it has the same name as a permanent. Put
Mjölnir, Storm Hammer	1	ACR	Effect:deal	deal damage to each opponent equal to the number of tapped creatures that opponent controls
Mockingbird	1	BLB;PBLB	Swallow:DynamicQty	DynamicQty — Flying You may have this creature enter as a copy of any creature on the battlefield with mana value less than or equal to the amount of man
Molten Exhale	1	TDM	Swallow:Condition_If	Condition_If — You may cast this spell as though it had flash if you behold a Dragon as an additional cost to cast it. (To behold a Dragon, choose a Dragon
Molten Psyche	1	PLST;SOM	Effect:deal	Metalcraft — If you control three or more artifacts, ~ deals damage to each opponent equal to the number of cards that player has drawn this turn.
Molten Sentry	1	RAV	Effect:unknown	As ~ enters, flip a coin. If the coin comes up heads, ~ enters as a 5/2 creature with haste. If it comes up tails, ~ enters as a 2/5 creature with defender.
Monastery Raid	1	ACR	Swallow:Condition_If	Condition_If — Freerunning {X}{R} (You may cast this spell for its freerunning cost if you dealt combat damage to a player this turn with an Assassin or co
Monomania	1	M12	Effect:choose	Target player chooses a card in their hand and discards the rest.
Monstrous War-Leech	1	DMU	Effect:unknown	As ~ enters, if it was kicked, mill four cards.
Monument to Perfection	1	ONE;PONE	Effect:lose	lose all abilities
Moonhold	1	EVE;PLST	Effect:can't	Target player can't play lands this turn if {R} was spent to cast this spell and can't cast creature spells this turn if {W} was spent to cast this spell.
Moonlit Meditation	1	EOE;PEOE	Effect:replacement_structure	The first time you would create one or more tokens each turn, you may instead create that many tokens that are copies of enchanted permanent.
Moratorium Stone	1	GPT	Effect:all	all other cards from graveyards with the same name as that card
Moraug, Fury of Akoum	1	EOC;PL21;PRM;PZNR;ZNR	Swallow:DynamicQty	DynamicQty — Each creature you control gets +1/+0 for each time it has attacked this turn. Landfall — Whenever a land you control enters, if it's your 
Mordenkainen	1	AFR;PAFR;PRM	Effect:exchange	[−10]: Exchange your hand and library, then shuffle. You get an emblem with "You have no maximum hand size."
Morgue Burst	1	DGM	Effect:deal	deal damage to any target equal to the power of the card returned this way
Mount Doom	1	LTR;PLTR	Effect:choose	{5}{B}{R}, {T}, Sacrifice ~ and a legendary artifact: Choose up to two creatures, then destroy the rest. Activate only as a sorcery.
Mul Daya Channelers	0	ROE	NO-GAP-DETAILS	
Multiple Choice	1	J22;PRM;PSTX;STX	Effect:do	If X is 4 or more, do all of the above.
Murderous Betrayal	1	8ED;NEM	Cost:rounded up	rounded up
Mutagen Connoisseur	1	MOM	Swallow:DynamicQty	DynamicQty — Flying, vigilance This creature gets +1/+0 for each transformed permanent you control.
Myr Superion	1	DCI;NPH;PRM	Effect:unknown	Spend only mana produced by creatures to cast this spell.
Mysterious Limousine	1	PRM;PSNC;SNC	Swallow:Condition_If	Condition_If — Whenever this Vehicle enters or attacks, exile up to one other target creature until this Vehicle leaves the battlefield. If a creature is p
Mystic Reflection	1	KHM;PKHM;PRM	Effect:the	The next time one or more creatures or planeswalkers enter this turn, they enter as copies of the chosen creature
Mythos of Snapdax	1	IKO;PIKO;PRM	Effect:choose	choose the permanents for each player
Nadaar, Selfless Paladin	0	AFR;PAFR	NO-GAP-DETAILS	
Nahiri's Lithoforming	1	PRM;PZNR;ZNR	Effect:lands	Lands you control enter tapped
Nahiri's Wrath	1	EMN;PEMN;SIR	Effect:deal	~ deals damage equal to the total mana value of the discarded cards to each of up to X target creatures and/or planeswalkers.
Nahiri, the Unforgiving	1	ONE;PONE	Effect:attack	[+1]: Until your next turn, up to one target creature attacks a player each combat if able.
Narset's Reversal	1	MAR;PLST;PWAR;SLC;TDC;WAR	Effect:orphaned_copy_retarget	You may choose new targets for the copy
Narset Transcendent	2	DTK;PIO	Effect:nonland;Effect:when	nonland card, you may reveal it
Nashi, Searcher in the Dark	1	DSK;PDSK	Swallow:Condition_If	Condition_If — Menace Whenever Nashi deals combat damage to a player, you mill that many cards. You may put any number of legendary and/or enchantment card
Nasty End	1	LTR	Swallow:Condition_If	Condition_If — As an additional cost to cast this spell, sacrifice a creature. Draw two cards. If the sacrificed creature was legendary, draw three cards i
Navigator's Compass	1	DOM	Effect:become	{T}: Until end of turn, target land you control becomes the basic land type of your choice in addition to its other types.
Necrogen Rotpriest	1	ONE	Effect:get	get an additional poison counter
Necromantic Summons	1	ORI	Swallow:Condition_If	Condition_If — Put target creature card from a graveyard onto the battlefield under your control. Spell mastery — If there are two or more instant and/or
Needle Drop	1	LRW;PLST	Swallow:Duration_ThisTurn	Duration_ThisTurn — Needle Drop deals 1 damage to any target that was dealt damage this turn. Draw a card.
Neheb, the Eternal	1	AKR;CMM;HOU;MKC;PHOU	Effect:add	add {R} for each 1 life your opponents have lost
Nephalia Academy	1	EMN;PLST	Swallow:Replacement_Instead	Replacement_Instead — If a spell or ability an opponent controls causes you to discard a card, you may reveal that card and put it on top of your library instea
Neriv, Heart of the Storm	1	PTDM;TDM	Swallow:DynamicQty	DynamicQty — Flying If a creature you control that entered this turn would deal damage, it deals twice that much damage instead.
Nesting Bot	0	DFT	NO-GAP-DETAILS	
Neurok Spy	0	MRD	NO-GAP-DETAILS	
New Perspectives	1	AKH;AKR;C20;PAKH	Static:AlternativeKeywordCost(Cycling)	As long as you have seven or more cards in hand, you may pay {0} rather than pay cycling costs.
Nezumi Graverobber	1	CHK;CM2;CMD;PHUK;PLST;PSAL;TD0	Effect:flip	flip ~
Nezumi Shortfang	1	CHK;PLST	Effect:flip	flip ~
Nicanzil, Current Conductor	2	LCI	Trigger:Whenever a creature you control explores a land card;Trigger:Whenever a creature you control explores a nonland card	Whenever a creature you control explores a land card, you may put a land card from your hand onto the battlefield tapped.
Nicol Bolas, Dragon-God	1	MED;PRM;PS19;PWAR;RVR;SLD;WAR	Effect:static_structure	~ has all loyalty abilities of all other planeswalkers on the battlefield.
Nicol Bolas, the Arisen	1	M19;PJ21;PM19;SLD	ParseWarning:target-fallback	[warning:target-fallback] parse_target could not classify 'but the bottom card of target player's library'
Niko Defies Destiny	1	KHM	Effect:spend	Spend this mana only to foretell cards or cast spells that have foretell
Niko, Light of Hope	1	DSK;PDSK	Effect:shards	Shards you control become copies of it until the next end step
Nine Lives	1	M21;MAR;OMB;PM21;PRM;SLD	Trigger:When there are nine or more incarnation counters on ~	When there are nine or more incarnation counters on ~, exile it.
Nirkana Cutthroat	0	PLST;ROE	NO-GAP-DETAILS	
Nissa, Steward of Elements	1	AKH;AKR;C20;M3C;PAKH;PS17	Effect:or	or a creature card with mana value less than or equal to the number of loyalty counters on ~
Nivix, Aerie of the Firemind	1	DDJ;GPT;PLST	Swallow:Condition_If	Condition_If — {T}: Add {C}. {2}{U}{R}, {T}: Exile the top card of your library. Until your next turn, you may cast it if it's an instant or sorcery spell.
Niv-Mizzet Reborn	1	MUL;PLST;PWAR;RVR;WAR	Effect:for	For each color pair, choose a card that's exactly those colors from among them
Noctis, Prince of Lucis	1	FIN;PFIN	Swallow:Condition_If	Condition_If — Lifelink You may cast artifact spells from your graveyard by paying 3 life in addition to paying their other costs. If you cast a spell this
Not Forgotten	1	J22;SOI	Effect:put	Put target card from a graveyard on your choice of the top or bottom of its owner's library. Create a 1/1 white Spirit creature token with flying.
Notion Thief	1	A25;DGM;LTC;PIO;SLD;SPG;ZNC	Effect:draw	draw
Novice Knight	0	M19;PLST	NO-GAP-DETAILS	
No Witnesses	1	MKM;PMKM	Effect:the	Each player who controls the most creatures investigates. Then destroy all creatures.
Null Champion	0	ROE	NO-GAP-DETAILS	
Nullstone Gargoyle	1	RAV	Trigger:Whenever the first noncreature spell of a turn is cast	Whenever the first noncreature spell of a turn is cast, counter that spell.
Nyxathid	1	BBD;CON;JMP	Swallow:DynamicQty	DynamicQty — As this creature enters, choose an opponent. This creature gets -1/-1 for each card in the chosen player's hand.
Oath of Teferi	1	CMM;DOM;PDOM	Effect:effect_structure	You may activate the loyalty abilities of planeswalkers you control twice each turn rather than only once.
Oblivion's Hunger	1	ZNR	Swallow:Condition_If	Condition_If — Target creature you control gains indestructible until end of turn. Draw a card if that creature has a +1/+1 counter on it. (Damage and effe
Oblivious Bookworm	1	DSK	Effect:Unsupported unless clause	discard a card unless a permanent entered the battlefield face down under your control this turn or you turned a permanent face up this turn (unless: a permanen
Obscura Interceptor	1	PSNC;SNC	Effect:when	When it connives this way, return up to one target spell to its owner's hand
Obscuring Aether	1	DTK;MKC	Effect:turn	{1}{G}: Turn ~ face down.
Ochre Jelly	1	AFR;PAFR	Effect:the	The token enters with half that many +1/+1 counters on it, rounded down
Oculus Whelp	0	MOM	NO-GAP-DETAILS	
Odric, Master Tactician	1	C20;CMM;E01;M13;MIC;PLST	Effect:choose	choose which creatures block this combat and how those creatures block
Ogre Geargrabber	1	SOM	Effect:when	When you lose control of that Equipment, unattach it
Ogre Marauder	1	BOK	Effect:Unsupported unless clause	it gains "~ can't be blocked" until end of turn unless defending player sacrifices a creature of their choice (unless: defending player sacrifices a creature of
Ojer Axonil, Deepest Might	1	LCI	Swallow:DynamicQty	DynamicQty — Trample If a red source you control would deal an amount of noncombat damage less than Ojer Axonil's power to an opponent, that source deals
O-Kagachi Made Manifest	1	NEO;PNEO;PRM	Effect:choose	choose a nonland card in your graveyard
Okina Nightwatch	0	PAL05;PRM;SOK	NO-GAP-DETAILS	
Olag, Ludevic's Hubris	1	DBL;MID;PLST;PMID	Effect:unknown	As ~ transforms into ~, it becomes a copy of a creature card exiled with it, except its name is ~, it's 4/4, and it's a legendary blue and black Zombie in addit
Omniscience	1	FDN;M13;M19;MP2;P22;PFDN;PM19;WOT	Swallow:Optional_YouMay	Optional_YouMay — You may cast spells from your hand without paying their mana costs.
One Ring to Rule Them All	1	LTR;PLTR	Effect:mill	mill cards equal to your Ring-bearer's power
Oni Possession	1	CHK;DDC;DVD	Effect:static_structure	Enchanted creature is a Demon Spirit.
Open the Way	1	MAT;PMAT;SOC	Effect:x	X can't be greater than the number of players in the game. Reveal cards from the top of your library until you reveal X land cards. Put those land cards onto th
Oracle's Attendants	1	8ED;9ED;NEM	Effect:all	{T}: All damage that would be dealt to target creature this turn by a source of your choice is dealt to ~ instead.
Orator of Ojutai	1	C17;DTK;F15;PRM	Swallow:Condition_If	Condition_If — As an additional cost to cast this spell, you may reveal a Dragon card from your hand. Defender, flying When this creature enters, if you re
Orbital Plunge	1	EOE	Swallow:Condition_If	Condition_If — Orbital Plunge deals 6 damage to target creature. If excess damage was dealt this way, create a Lander token. (It's an artifact with "{2}, {
Orgg	0	5ED;FEM;PTC;TSB	NO-GAP-DETAILS	
Oriss, Samite Guardian	1	FUT	Cost:Samite Guardian	Samite Guardian
Orochi Eggwatcher	1	CHK;PLST	Effect:flip	flip ~
Otterball Antics	1	BLB	Swallow:Condition_If	Condition_If — Create a 1/1 blue and red Otter creature token with prowess. If this spell was cast from anywhere other than your hand, put a +1/+1 counter 
Ouphe Vandals	1	5DN	Swallow:Condition_If	Condition_If — {G}, Sacrifice this creature: Counter target activated ability from an artifact source and destroy that artifact if it's on the battlefield.
Outlaws' Merriment	2	ELD;OTP;PELD;PLST	Effect:2/1;Effect:3/1	3/1 Human Warrior with trample and haste
Outlaw Stitcher	1	OTJ	Swallow:DynamicQty	DynamicQty — When this creature enters, create a 2/2 blue and black Zombie Rogue creature token, then put two +1/+1 counters on that token for each spell
Outmuscle	1	ELD;PLST	Effect:the	Adamant — If at least three green mana was spent to cast this spell, the creature you control gains indestructible until end of turn.
Outrageous Robbery	1	MKM;PMKM	Effect:spend	spend mana as though it were mana of any type to cast it
Overgrown Zealot	1	DSK	Effect:spend	Spend this mana only to turn permanents face up
Overpowering Attack	1	ACR	Swallow:Condition_If	Condition_If — Freerunning {2}{R} (You may cast this spell for its freerunning cost if you dealt combat damage to a player this turn with an Assassin or co
Over the Top	1	BRO;PBRO;PRM	Effect:reveal	Each player reveals a number of cards from the top of their library equal to the number of nonland permanents they control, puts all permanent cards they reveal
Overwhelming Splendor	1	AKR;HOU;PHOU	Effect:static_structure	Enchanted player can't activate abilities that aren't mana abilities or loyalty abilities.
Oviya, Automech Artisan	1	DFT;PDFT	Swallow:Condition_If	Condition_If — Each creature that's attacking one of your opponents has trample. {G}, {T}: You may put a creature or Vehicle card from your hand onto the b
Ozai, the Phoenix King	0	PTLA;TLA	NO-GAP-DETAILS	
Page, Loose Leaf	1	SOS	Cost:Loose Leaf	Loose Leaf
Pain Magnification	1	DIS;PLST	Trigger:Whenever an opponent is dealt 3 or more damage by a single source	Whenever an opponent is dealt 3 or more damage by a single source, that player discards a card.
Pain's Reward	5	SOK	Effect:bid;Effect:in;Effect:the;Effect:top;Effect:you	Each player may bid life. You start the bidding with a bid of any number. In turn order, each player may top the high bid. The bidding ends if the high bid stan
Painter's Servant	1	MPS;P23;SHM;SPG	Effect:effect_structure	All cards that aren't on the battlefield, spells, and permanents are the chosen color in addition to their other colors.
Paladin of Atonement	1	PRIX;RIX	Swallow:Condition_If	Condition_If — At the beginning of each upkeep, if you lost life last turn, put a +1/+1 counter on this creature. When this creature dies, you gain life eq
Palantír of Orthanc	1	LTR;PLTR	Effect:lose	lose life equal to the total mana value of those cards
Panglacial Wurm	1	CSP;PLST	Effect:unknown	While you're searching your library, you may cast this card from your library.
Paragon of Modernity	1	SNC	Swallow:Condition_If	Condition_If — Flying {3}: This creature gets +1/+1 until end of turn. If exactly three colors of mana were spent to activate this ability, put a +1/+1 cou
Parker Luck	1	OM1;PSPM;SPM	Effect:lose	lose life equal to the mana value of the card revealed by the other player
Park Heights Pegasus	1	PRM;PSNC;SNC	Swallow:Condition_If	Condition_If — Flying, trample Whenever this creature deals combat damage to a player, draw a card if you had two or more creatures enter the battlefield u
Party Dude	1	TMT	Trigger:Whenever one or more of your opponents are attacked	Whenever one or more of your opponents are attacked, up to one target attacking creature gets +X/+X until end of turn, where X is the number of cards in your ha
Path of Bravery	0	IMA;JMP;M14	NO-GAP-DETAILS	
Path of Mettle	1	PRIX;RIX	Effect:double	double strike, vigilance, and/or haste
Pathway Arrows	1	BFZ	Swallow:Condition_If	Condition_If — Equipped creature has "{2}, {T}: This creature deals 1 damage to target creature. If a colorless creature is dealt damage this way, tap it."
Perilous Predicament	1	AER	Effect:a	a nonartifact creature of their choice
Perplex	1	RAV	Effect:Unsupported unless clause	Counter target spell unless its controller discards their hand.
Petals of Insight	1	CHK;MMA	Swallow:Optional_YouMay	Optional_YouMay — Look at the top three cards of your library. You may put those cards on the bottom of your library in any order. If you do, return Petals of
Phosphorescent Feast	1	EVE;FUT	Swallow:DynamicQty	DynamicQty — Chroma — Reveal any number of cards in your hand. You gain 2 life for each green mana symbol in those cards' mana costs.
Phylactery Lich	1	M11;M13;M19;PM19	Effect:replacement_structure	As ~ enters, put a phylactery counter on an artifact you control.
Phyrexian Fleshgorger	1	BRO;PBRO;PRM	Swallow:DynamicQty	DynamicQty — Prototype {1}{B}{B} — 3/3 (You may cast this spell with different mana cost, color, and size. It keeps its abilities and types.) Menace, l
Phyrexian Ingester	1	C14;CMM;EMA;NPH;PLST	Effect:static_structure	~ gets +X/+Y, where X is the exiled creature card's power and Y is its toughness.
Pia's Revolution	1	AER;PAER	Effect:Unsupported unless clause	return that card to your hand unless target opponent has ~ deal 3 damage to them (unless: target opponent has ~ deal 3 damage to them)
Pick the Brain	1	SIR;SOI	Effect:search	Delirium — If there are four or more card types among cards in your graveyard, search that player's graveyard, hand, and library for any number of cards with th
Pigment Storm	1	J25;STX	Effect:excess	Excess damage is dealt to that creature's controller instead
Pit Automaton	2	DFT	Effect:orphaned_copy_retarget;Effect:when	{2}, {T}: When you next activate an exhaust ability that isn't a mana ability this turn, copy it. You may choose new targets for the copy.
Pixie Guide	1	AFR	Effect:replacement_structure	Grant an Advantage — If you would roll one or more dice, instead roll that many dice plus one and ignore the lowest roll.
Plagiarize	1	10E;9ED;TOR	Effect:instead	instead that player skips that draw
Plague of Vermin	1	PZA;SHM	Effect:repeat	Repeat this process until no one pays life
Plargg and Nassari	1	MAT;SOC	Effect:choose	choose a nonland card exiled this way
Plasm Capture	1	DDO;DGM;OTC	Effect:at	At the beginning of your next first main phase, add X mana in any combination of colors, where X is that spell's mana value
Play with Fire	1	DBL;J25;MID	Swallow:Condition_If	Condition_If — Play with Fire deals 2 damage to any target. If a player is dealt damage this way, scry 1. (Look at the top card of your library. You may pu
Plaza of Harmony	1	PLST;PRNA;RNA	Effect:add	{T}: Add one mana of any type that a Gate you control could produce.
Plumb the Forbidden	1	BLC;SOC;STX	Swallow:DynamicQty	DynamicQty — As an additional cost to cast this spell, you may sacrifice one or more creatures. When you do, copy this spell for each creature sacrificed
Polis Crusher	1	THS	Swallow:Condition_If	Condition_If — Trample, protection from enchantments {4}{R}{G}: Monstrosity 3. (If this creature isn't monstrous, put three +1/+1 counters on it and it bec
Pollywog Symbiote	1	IKO;PRM	Swallow:Condition_If	Condition_If — Each creature spell you cast costs {1} less to cast if it has mutate. Whenever you cast a creature spell, if it has mutate, draw a card, the
Polymorphous Rush	1	JOU	Effect:choose	Choose a creature on the battlefield. Any number of target creatures you control each become a copy of that creature until end of turn.
